F,TFC,Xpos,Ypos,Vmag,e_Vmag,B-V,e_B-V,_RA,_DE
A,4691,734.529,463.471,19.051,0.010,0.909,0.018,78.46051,-65.46977
A,4701,722.766,474.122,20.669,0.021,0.272,0.030,78.45793,-65.46877
A,7879,735.476,452.217,21.111,0.045,0.190,0.059,78.46069,-65.47081
A,7880,733.805,455.191,18.754,0.009,-0.023,0.013,78.46033,-65.47053
A,9457,717.640,469.259,19.184,0.015,0.195,0.022,78.45678,-65.46921
A,12703,733.723,448.977,22.354,0.079,0.511,0.112,78.46029,-65.47110
B,1204,725.286,455.634,20.000,0.015,0.882,0.023,78.45844,-65.47048
B,3863,725.233,462.691,20.089,0.014,0.305,0.020,78.45845,-65.46983
B,3886,719.293,469.326,22.293,0.048,0.643,0.078,78.45715,-65.46921
A,1570,734.232,480.868,21.472,0.033,0.192,0.045,78.46050,-65.46816
A,1571,731.707,484.137,19.789,0.012,0.079,0.017,78.45995,-65.46786
A,1572,727.553,479.873,20.336,0.016,0.818,0.029,78.45901,-65.46825
A,1574,724.242,484.177,19.532,0.012,0.058,0.018,78.45829,-65.46785
A,1576,721.760,486.314,20.758,0.025,0.196,0.039,78.45775,-65.46765
A,4692,734.026,466.856,22.151,0.081,0.621,0.130,78.46041,-65.46946
A,9033,734.528,474.938,23.180,0.108,0.263,0.165,78.46055,-65.46871
B,1268,733.122,471.120,22.819,0.061,0.628,0.117,78.46022,-65.46906
B,1294,723.003,479.216,23.017,0.090,0.711,0.155,78.45800,-65.46830
A,1522,700.720,478.128,21.862,0.108,0.435,0.139,78.45305,-65.46837
A,1605,708.137,484.708,21.971,0.093,0.572,0.120,78.45472,-65.46778
A,6595,714.121,465.564,20.280,0.051,0.134,0.071,78.45599,-65.46955
A,7911,700.820,473.845,21.712,0.236,-0.270,0.281,78.45306,-65.46877
A,7913,703.626,478.084,18.971,0.014,-0.067,0.017,78.45370,-65.46838
A,10159,699.580,487.244,22.113,0.051,0.582,0.096,78.45283,-65.46753
A,10982,695.913,477.631,19.786,0.014,0.086,0.020,78.45198,-65.46841
A,12872,714.090,468.965,21.889,0.129,0.840,0.219,78.45599,-65.46924
A,12923,698.721,474.621,21.035,0.509,-0.176,0.514,78.45260,-65.46870
B,1264,718.048,474.435,22.802,0.069,0.840,0.116,78.45689,-65.46874
B,1274,708.807,472.964,20.965,0.024,0.867,0.042,78.45483,-65.46886
B,3900,701.443,475.284,19.570,0.014,1.074,0.020,78.45320,-65.46864
B,5696,710.961,475.699,22.256,0.066,0.587,0.098,78.45532,-65.46861
A,7931,716.554,481.702,20.550,0.036,0.182,0.053,78.45658,-65.46806
A,7946,717.667,490.191,22.503,0.070,0.399,0.119,78.45685,-65.46728
A,7961,704.777,501.527,20.425,0.023,0.164,0.032,78.45403,-65.46622
A,7962,707.649,502.101,20.644,0.026,0.051,0.036,78.45466,-65.46617
A,9055,714.434,493.803,22.331,0.066,0.559,0.096,78.45615,-65.46695
A,13123,705.503,498.260,21.245,0.045,0.433,0.081,78.45418,-65.46652
B,1322,720.219,489.213,23.369,0.117,1.020,0.230,78.45742,-65.46738
A,1573,729.988,489.228,21.473,0.035,0.437,0.050,78.45958,-65.46739
A,1575,728.320,493.123,23.209,0.127,1.070,0.245,78.45923,-65.46703
A,4743,740.839,486.299,19.857,0.013,0.927,0.019,78.46198,-65.46767
A,6614,741.294,492.806,22.555,0.071,0.533,0.109,78.46210,-65.46707
A,6615,737.525,497.431,22.838,0.087,0.601,0.146,78.46128,-65.46664
B,3972,726.315,497.064,23.044,0.107,0.950,0.178,78.45879,-65.46666
B,5714,735.669,495.057,20.507,0.021,0.592,0.134,78.46086,-65.46686
B,8208,744.598,493.594,23.187,0.373,0.515,0.596,78.46284,-65.46700
A,1633,741.350,501.331,22.741,0.056,0.681,0.141,78.46214,-65.46629
A,1679,726.666,510.066,22.626,0.072,0.366,0.122,78.45891,-65.46546
A,1686,735.633,512.719,21.452,0.031,0.402,0.051,78.46091,-65.46523
A,1706,726.440,518.199,18.995,0.008,0.017,0.013,78.45889,-65.46471
A,4783,746.346,504.963,22.321,0.065,0.488,0.108,78.46326,-65.46596
A,4784,745.218,510.368,21.953,0.047,0.522,0.068,78.46303,-65.46546
A,4785,740.848,507.960,20.670,0.020,0.123,0.026,78.46205,-65.46567
B,1337,743.109,511.837,21.020,0.039,0.366,0.071,78.46257,-65.46532
B,1395,726.631,515.744,22.606,0.081,1.082,0.170,78.45892,-65.46494
B,1404,733.144,517.836,22.126,0.049,0.670,0.085,78.46037,-65.46475
B,3958,742.398,505.659,16.595,0.012,-0.016,0.021,78.46239,-65.46589
B,3960,747.393,508.717,22.154,0.123,-0.857,0.168,78.46351,-65.46561
A,1668,715.570,507.382,21.309,0.040,0.322,0.054,78.45644,-65.46570
A,6638,706.323,521.333,20.892,0.019,0.590,0.030,78.45443,-65.46440
A,7963,713.063,504.643,22.418,0.106,0.626,0.158,78.45587,-65.46594
A,7984,702.943,513.157,19.926,0.034,-0.038,0.045,78.45365,-65.46515
A,9056,718.599,498.040,18.200,0.012,0.128,0.045,78.45708,-65.46656
A,1732,705.599,530.771,22.022,0.057,0.618,0.101,78.45430,-65.46353
A,4826,717.783,522.344,20.513,0.022,0.164,0.028,78.45698,-65.46432
A,4864,708.959,536.759,16.628,0.007,1.240,0.011,78.45506,-65.46298
A,7981,722.049,512.560,21.212,0.030,0.858,0.046,78.45789,-65.46523
A,8000,723.818,525.457,20.549,0.020,0.193,0.026,78.45833,-65.46404
A,9905,707.909,528.007,22.222,0.062,0.652,0.138,78.45480,-65.46378
A,1593,788.926,480.896,20.512,0.041,0.213,0.055,78.47264,-65.46823
A,4768,785.950,498.347,22.469,0.068,0.420,0.095,78.47203,-65.46661
A,4778,776.392,503.184,19.058,0.009,0.008,0.014,78.46993,-65.46616
A,6607,782.011,486.540,23.436,0.197,0.332,0.266,78.47112,-65.46770
B,6343,787.777,481.007,20.295,0.024,0.125,0.030,78.47239,-65.46822
A,1696,780.698,516.203,21.128,0.025,0.272,0.038,78.47092,-65.46496
A,4779,776.576,507.267,20.356,0.027,0.276,0.036,78.46998,-65.46578
A,6628,792.971,507.929,21.435,0.033,0.350,0.044,78.47362,-65.46574
A,7989,777.198,515.122,21.398,0.029,0.457,0.048,78.47014,-65.46506
A,4780,768.399,503.615,19.414,0.015,0.036,0.020,78.46815,-65.46611
B,1414,750.525,520.665,22.281,0.037,0.671,0.072,78.46424,-65.46451
B,3990,759.159,505.649,20.558,0.015,0.912,0.030,78.46611,-65.46591
A,1699,769.294,516.162,21.503,0.039,0.349,0.059,78.46839,-65.46495
A,1717,756.409,522.651,23.171,0.152,0.399,0.223,78.46555,-65.46434
A,1718,755.199,525.513,22.421,0.086,0.697,0.139,78.46529,-65.46407
A,1721,763.427,523.759,23.286,0.127,0.455,0.185,78.46711,-65.46424
A,6640,774.115,522.136,21.085,0.041,0.388,0.056,78.46948,-65.46441
A,9907,754.943,536.636,22.965,0.142,0.343,0.189,78.46527,-65.46305
A,9908,756.949,538.496,22.743,0.110,0.635,0.183,78.46572,-65.46288
B,1396,771.678,515.753,22.265,0.050,0.538,0.073,78.46892,-65.46499
B,1420,770.199,523.167,22.348,0.054,0.684,0.107,78.46861,-65.46431
B,1434,762.895,528.559,23.408,0.182,0.657,0.293,78.46701,-65.46380
B,4068,758.668,532.754,20.762,0.026,0.316,0.034,78.46608,-65.46341
B,8278,761.178,534.642,22.811,0.117,0.652,0.146,78.46665,-65.46324
A,1700,788.864,516.417,21.647,0.047,0.679,0.072,78.47274,-65.46495
A,6648,779.277,533.807,22.102,0.052,0.444,0.077,78.47066,-65.46334
A,7999,794.672,524.928,22.164,0.048,0.361,0.085,78.47405,-65.46417
A,8002,778.322,527.341,18.492,0.010,0.959,0.015,78.47043,-65.46393
B,5737,791.860,522.747,22.654,0.069,0.814,0.141,78.47342,-65.46437
A,1740,796.037,531.009,18.158,0.006,-0.054,0.010,78.47437,-65.46362
A,1786,783.280,552.045,20.885,0.019,0.133,0.032,78.47160,-65.46166
A,4870,793.609,538.263,21.415,0.035,0.385,0.051,78.47385,-65.46294
B,4118,785.724,550.601,21.920,0.060,0.468,0.162,78.47214,-65.46180
A,4871,770.123,538.517,22.875,0.097,0.577,0.158,78.46864,-65.46289
A,4872,773.751,540.619,23.552,0.169,0.192,0.269,78.46945,-65.46270
A,4892,757.130,548.874,19.482,0.010,-0.010,0.014,78.46579,-65.46192
A,8003,775.077,528.968,20.056,0.028,0.215,0.040,78.46971,-65.46378
B,4077,767.877,537.167,19.897,0.011,0.939,0.019,78.46814,-65.46301
B,4092,774.816,542.556,22.924,0.100,0.274,0.131,78.46970,-65.46252
A,1785,778.839,550.282,20.167,0.020,0.129,0.028,78.47061,-65.46182
A,1794,767.540,551.789,21.500,0.027,0.675,0.053,78.46811,-65.46166
A,4901,770.734,555.279,20.561,0.019,0.218,0.025,78.46883,-65.46135
A,4912,764.071,560.582,18.729,0.007,0.035,0.011,78.46737,-65.46085
A,1703,746.144,517.550,21.919,0.053,0.451,0.082,78.46326,-65.46480
A,1704,743.261,521.860,20.801,0.021,0.105,0.030,78.46263,-65.46439
A,4840,730.400,527.630,22.385,0.078,0.489,0.119,78.45979,-65.46385
A,7997,744.903,524.631,21.420,0.037,0.184,0.052,78.46300,-65.46414
A,1748,738.373,542.051,22.597,0.101,0.721,0.165,78.46161,-65.46253
A,1752,746.015,539.472,21.226,0.048,0.460,0.064,78.46330,-65.46277
A,6644,748.970,528.671,22.196,0.070,0.647,0.107,78.46392,-65.46377
A,6650,739.813,536.691,21.760,0.071,0.518,0.117,78.46191,-65.46302
A,8015,749.036,538.359,21.572,0.038,0.710,0.089,78.46396,-65.46288
A,1745,718.883,533.552,20.697,0.023,0.195,0.033,78.45726,-65.46329
A,1764,725.162,543.256,20.761,0.021,0.502,0.030,78.45868,-65.46240
A,1769,712.622,546.676,22.064,0.085,0.623,0.121,78.45591,-65.46207
A,4839,726.826,529.628,22.103,0.069,0.553,0.092,78.45901,-65.46366
A,8019,719.358,538.794,19.758,0.030,0.240,0.040,78.45738,-65.46280
A,13509,707.281,544.316,21.411,0.055,0.305,0.076,78.45471,-65.46228
A,1791,722.244,558.607,21.099,0.019,0.260,0.036,78.45808,-65.46098
A,1792,726.546,561.071,21.894,0.041,0.397,0.069,78.45904,-65.46076
A,1804,732.239,554.291,20.043,0.015,0.044,0.020,78.46028,-65.46139
A,6662,723.802,551.145,20.098,0.015,0.282,0.022,78.45840,-65.46167
A,6663,725.950,554.239,19.996,0.015,0.226,0.022,78.45889,-65.46139
A,8069,717.344,562.110,20.956,0.029,0.211,0.043,78.45700,-65.46065
A,9491,716.540,553.804,20.145,0.014,0.115,0.033,78.45680,-65.46142
A,10383,718.516,553.765,20.876,0.073,0.273,0.098,78.45724,-65.46142
A,4908,748.541,557.057,22.864,0.109,0.658,0.174,78.46391,-65.46116
A,4909,740.821,559.685,21.391,0.093,0.011,0.141,78.46220,-65.46090
A,4910,739.045,561.097,19.588,0.014,0.130,0.020,78.46182,-65.46077
A,6673,741.171,566.916,21.962,0.036,0.338,0.060,78.46230,-65.46024
A,8048,747.144,551.010,22.148,0.052,0.389,0.075,78.46358,-65.46171
A,1825,754.798,561.194,20.295,0.016,0.138,0.023,78.46531,-65.46078
A,1855,743.092,582.818,23.250,0.147,0.500,0.226,78.46278,-65.45877
A,1860,755.281,574.943,20.209,0.014,0.115,0.018,78.46546,-65.45951
A,4935,749.046,572.479,21.708,0.032,0.573,0.055,78.46407,-65.45973
A,4939,737.144,573.704,19.328,0.017,0.148,0.038,78.46143,-65.45961
A,13820,737.652,576.486,21.900,0.134,0.003,0.319,78.46155,-65.45935
A,1793,729.832,560.163,21.090,0.025,0.107,0.036,78.45977,-65.46085
A,4933,713.134,571.833,21.389,0.028,0.314,0.045,78.45610,-65.45975
A,4937,720.290,573.338,20.750,0.049,0.377,0.065,78.45769,-65.45962
A,4938,724.746,575.119,19.838,0.023,0.204,0.032,78.45869,-65.45946
A,4956,737.266,586.198,19.525,0.009,0.078,0.014,78.46150,-65.45845
A,8123,722.225,588.940,22.542,0.070,0.560,0.110,78.45817,-65.45818
A,8124,723.362,593.436,20.237,0.025,0.092,0.035,78.45843,-65.45777
A,8162,720.929,600.386,21.360,0.032,0.398,0.045,78.45792,-65.45713
A,13945,723.178,595.937,21.866,0.071,0.250,0.123,78.45840,-65.45754
A,1523,689.415,488.496,20.020,0.019,0.162,0.024,78.45058,-65.46740
A,6603,675.698,492.015,18.004,0.016,0.023,0.022,78.44754,-65.46706
A,7912,692.119,481.859,19.197,0.010,0.607,0.014,78.45115,-65.46802
A,9047,684.450,488.244,20.955,0.030,0.244,0.042,78.44947,-65.46742
A,9057,682.813,494.238,20.594,0.021,0.361,0.037,78.44913,-65.46687
A,9463,697.106,490.530,20.923,0.028,0.175,0.041,78.45229,-65.46723
A,9469,680.467,501.808,17.391,0.012,-0.011,0.016,78.44863,-65.46617
A,10192,679.052,499.919,19.241,0.054,0.043,0.069,78.44831,-65.46634
A,13048,694.478,491.510,22.011,0.059,0.245,0.087,78.45171,-65.46713
A,13084,677.488,494.690,20.782,0.065,0.130,0.092,78.44795,-65.46682
A,13113,675.652,498.021,20.787,0.035,0.117,0.047,78.44755,-65.46651
A,13129,684.063,499.565,22.618,0.207,-0.358,0.256,78.44942,-65.46638
A,13144,677.689,501.736,19.654,0.057,0.084,0.080,78.44801,-65.46617
B,3919,688.233,485.173,21.161,0.024,0.332,0.038,78.45030,-65.46771
A,1610,696.189,499.799,21.494,0.034,0.354,0.049,78.45211,-65.46637
A,1698,689.475,515.994,22.758,0.100,0.547,0.140,78.45067,-65.46487
A,4790,698.286,505.474,19.650,0.011,0.016,0.016,78.45260,-65.46585
A,4825,682.173,521.297,19.480,0.012,0.029,0.017,78.44907,-65.46437
A,7939,695.128,496.136,21.300,0.019,0.320,0.032,78.45187,-65.46671
A,7940,691.750,498.213,22.585,0.069,0.729,0.138,78.45112,-65.46651
A,7977,686.036,508.852,20.933,0.030,0.469,0.049,78.44989,-65.46552
A,13178,682.255,505.751,21.413,0.077,-0.014,0.120,78.44904,-65.46580
A,4773,665.184,500.085,17.882,0.008,-0.010,0.011,78.44523,-65.46631
A,4792,663.859,506.702,18.400,0.006,-0.029,0.011,78.44496,-65.46569
A,7976,674.466,506.778,19.572,0.017,0.030,0.025,78.44731,-65.46570
A,9064,664.877,510.859,21.758,0.049,0.321,0.113,78.44520,-65.46531
A,9065,662.345,512.972,21.617,0.053,0.414,0.087,78.44464,-65.46511
A,9066,667.007,514.378,21.516,0.057,0.187,0.081,78.44568,-65.46499
A,10169,674.075,493.736,19.219,0.037,-0.019,0.052,78.44719,-65.46690
A,10195,655.240,513.479,19.654,0.022,0.011,0.034,78.44307,-65.46506
A,13162,667.038,504.062,22.528,0.161,-0.436,0.218,78.44566,-65.46594
A,13262,655.110,516.737,20.728,0.081,0.011,0.158,78.44305,-65.46476
A,13292,658.483,520.374,20.722,0.137,0.432,0.208,78.44381,-65.46443
A,4793,671.158,517.020,20.385,0.021,0.102,0.033,78.44661,-65.46475
A,6629,659.492,522.427,16.951,0.009,-0.001,0.014,78.44404,-65.46424
A,9079,668.276,520.689,21.505,0.046,0.228,0.070,78.44598,-65.46441
A,9080,658.721,526.433,19.167,0.015,-0.038,0.023,78.44388,-65.46387
A,9085,667.793,532.779,17.953,0.012,-0.009,0.020,78.44591,-65.46329
A,9902,663.933,524.450,18.790,0.010,0.003,0.017,78.44503,-65.46406
A,9903,667.134,525.669,20.648,0.054,0.031,0.073,78.44575,-65.46395
A,9904,671.736,527.637,21.008,0.028,0.613,0.064,78.44677,-65.46377
A,13326,657.076,523.953,21.683,0.161,0.210,0.312,78.44351,-65.46409
A,13332,671.905,525.187,21.309,0.079,0.117,0.145,78.44680,-65.46400
A,13360,668.804,527.141,21.635,0.121,0.442,0.178,78.44612,-65.46382
A,1688,695.411,520.801,22.015,0.048,0.630,0.079,78.45201,-65.46443
A,1689,697.397,524.694,21.244,0.039,1.510,0.071,78.45246,-65.46408
A,1690,694.664,525.674,21.940,0.069,0.514,0.101,78.45186,-65.46398
A,1724,686.996,525.821,20.329,0.021,0.227,0.026,78.45015,-65.46396
A,6639,702.352,523.410,22.386,0.074,0.779,0.138,78.45356,-65.46420
A,7983,700.898,512.973,20.450,0.054,0.171,0.076,78.45320,-65.46516
A,7985,699.806,517.099,19.359,0.010,0.829,0.017,78.45297,-65.46478
A,10207,681.590,529.453,20.988,0.035,0.425,0.052,78.44897,-65.46362
A,10211,682.762,537.903,21.182,0.025,0.307,0.045,78.44925,-65.46284
A,13426,684.330,533.890,22.588,0.103,0.722,0.223,78.44959,-65.46321
A,1754,697.805,538.762,21.870,0.058,0.800,0.099,78.45259,-65.46278
A,4794,687.098,545.508,21.508,0.076,0.641,0.095,78.45024,-65.46214
A,4795,688.427,547.677,20.327,0.027,0.061,0.036,78.45054,-65.46195
A,8010,700.868,532.581,21.315,0.040,0.217,0.052,78.45325,-65.46335
A,9090,690.777,541.052,22.085,0.046,0.407,0.095,78.45104,-65.46256
A,9104,686.811,553.090,19.002,0.009,-0.001,0.019,78.45020,-65.46145
A,13489,683.296,541.676,22.499,0.174,0.101,0.220,78.44938,-65.46249
A,4796,674.020,544.942,18.607,0.011,0.026,0.014,78.44733,-65.46218
A,6630,673.397,536.534,19.060,0.020,0.411,0.085,78.44717,-65.46295
A,8042,668.885,548.694,18.334,0.009,0.038,0.015,78.44621,-65.46183
A,9478,679.569,535.016,19.073,0.012,0.018,0.014,78.44853,-65.46310
A,10210,676.963,536.838,21.871,0.081,0.361,0.122,78.44796,-65.46293
A,10375,673.705,530.704,20.246,0.027,0.041,0.036,78.44722,-65.46349
A,10377,666.717,539.888,19.585,0.031,0.356,0.037,78.44570,-65.46264
A,10891,668.522,536.357,16.518,0.011,1.240,0.016,78.44609,-65.46297
A,11169,660.753,538.587,20.673,0.069,0.610,0.095,78.44437,-65.46275
A,13482,671.061,538.095,20.699,0.148,-0.394,0.176,78.44666,-65.46281
A,13540,670.106,543.638,21.859,0.110,0.341,0.149,78.44646,-65.46230
A,6631,680.549,549.230,20.137,0.017,0.079,0.024,78.44880,-65.46179
A,6669,676.183,561.559,18.765,0.009,0.035,0.011,78.44787,-65.46065
A,8043,664.852,554.526,19.626,0.016,0.085,0.027,78.44533,-65.46129
A,8068,671.258,565.702,21.813,0.103,-0.131,0.120,78.44679,-65.46026
A,9083,681.763,543.790,19.441,0.013,0.070,0.019,78.44905,-65.46230
A,9084,678.822,548.197,21.269,0.096,0.079,0.126,78.44841,-65.46189
A,9916,668.228,553.635,21.538,0.050,0.159,0.082,78.44608,-65.46137
A,9924,672.931,561.529,19.995,0.021,0.095,0.026,78.44714,-65.46065
A,10221,683.218,554.159,21.241,0.031,0.183,0.064,78.44940,-65.46134
A,13596,677.920,552.191,22.180,0.063,0.607,0.103,78.44822,-65.46152
A,13669,665.110,560.159,22.723,0.124,0.115,0.171,78.44540,-65.46077
A,7937,637.236,536.742,18.116,0.024,-0.004,0.033,78.43915,-65.46289
A,9071,645.778,515.686,18.019,0.007,0.003,0.009,78.44097,-65.46484
A,9072,642.554,518.403,19.148,0.010,0.016,0.016,78.44027,-65.46459
A,9896,649.401,513.575,19.712,0.020,-0.072,0.025,78.44177,-65.46504
A,9897,653.686,515.089,20.230,0.049,0.178,0.058,78.44273,-65.46491
A,9900,644.173,521.660,20.911,0.037,0.102,0.052,78.44064,-65.46429
A,10183,639.757,530.088,20.173,0.141,-0.377,0.144,78.43968,-65.46351
A,10186,644.677,531.109,20.172,0.028,0.048,0.032,78.44078,-65.46342
A,10555,653.908,520.933,19.874,0.017,0.126,0.025,78.44280,-65.46437
A,10581,638.099,533.393,20.075,0.044,-0.094,0.055,78.43933,-65.46320
A,10582,641.507,534.606,18.882,0.011,-0.029,0.016,78.44009,-65.46309
A,10887,637.669,529.771,20.101,0.024,-0.024,0.052,78.43922,-65.46353
A,13330,638.567,524.607,22.273,0.115,0.281,0.146,78.43940,-65.46401
A,13331,653.888,524.731,22.317,0.107,-0.032,0.173,78.44280,-65.46402
A,13433,636.404,535.048,21.012,0.290,0.089,0.367,78.43896,-65.46305
A,7938,649.682,538.074,17.406,0.008,-0.002,0.014,78.44191,-65.46278
A,9095,641.232,552.745,18.451,0.008,0.007,0.012,78.44008,-65.46142
A,9909,636.011,539.367,19.653,0.072,0.043,0.087,78.43888,-65.46265
A,10188,646.239,536.204,20.269,0.036,0.202,0.056,78.44114,-65.46295
A,10189,643.545,538.925,19.747,0.021,-0.004,0.029,78.44055,-65.46270
A,10190,653.975,535.589,18.081,0.016,0.020,0.027,78.44286,-65.46302
A,10191,655.897,540.078,16.596,0.020,1.160,0.022,78.44330,-65.46261
A,10381,640.006,547.158,20.645,0.025,0.233,0.035,78.43979,-65.46193
A,10797,651.031,534.856,20.009,0.072,0.141,0.108,78.44220,-65.46308
A,11626,644.676,548.995,20.211,0.023,0.181,0.032,78.44083,-65.46177
A,13375,656.358,528.569,22.232,0.124,1.090,0.248,78.44336,-65.46367
A,13472,637.548,538.421,20.328,0.216,0.134,0.226,78.43922,-65.46274
A,13538,645.775,545.893,21.685,0.142,0.386,0.165,78.44107,-65.46206
A,4420,615.171,542.213,18.638,0.010,0.011,0.016,78.43427,-65.46236
A,7934,626.253,529.565,19.141,0.018,-0.072,0.024,78.43668,-65.46354
A,9433,619.557,545.252,19.313,0.053,0.020,0.068,78.43525,-65.46208
A,10175,631.080,524.840,18.465,0.012,0.061,0.017,78.43774,-65.46398
A,10177,632.343,528.455,20.024,0.024,0.374,0.111,78.43803,-65.46365
A,10180,629.428,532.473,19.852,0.016,0.111,0.025,78.43740,-65.46327
A,10181,623.139,532.768,18.557,0.012,0.039,0.017,78.43600,-65.46324
A,10182,620.299,535.643,18.968,0.016,0.012,0.026,78.43538,-65.46297
A,10185,617.279,536.114,20.640,0.049,0.141,0.076,78.43471,-65.46292
A,10187,626.855,540.135,20.664,0.029,0.320,0.055,78.43685,-65.46256
A,10378,617.415,545.951,17.790,0.009,-0.019,0.014,78.43478,-65.46202
A,10799,622.176,538.368,17.930,0.012,-0.033,0.017,78.43581,-65.46272
A,10810,615.732,550.967,19.234,0.012,0.097,0.021,78.43442,-65.46155
A,10890,628.026,536.082,20.236,0.030,0.142,0.039,78.43710,-65.46294
A,13448,623.181,535.918,20.808,0.118,-0.027,0.168,78.43602,-65.46295
A,13471,616.694,538.977,21.885,0.129,-0.283,0.163,78.43459,-65.46266
A,13567,618.791,548.560,21.903,0.190,-0.428,0.301,78.43509,-65.46178
A,13605,614.137,553.449,20.810,0.066,0.111,0.086,78.43407,-65.46132
A,9098,619.985,562.409,20.254,0.059,0.012,0.066,78.43540,-65.46050
A,9100,618.263,565.096,18.346,0.008,-0.007,0.012,78.43502,-65.46025
A,10379,616.759,554.095,19.202,0.014,0.018,0.023,78.43466,-65.46126
A,10599,629.515,554.406,21.556,0.066,0.482,0.103,78.43749,-65.46125
A,10895,635.343,547.997,21.222,0.070,-0.226,0.075,78.43876,-65.46185
A,11052,632.953,555.249,20.240,0.035,0.085,0.044,78.43825,-65.46118
A,11629,626.044,560.685,18.514,0.051,-1.510,0.055,78.43674,-65.46067
A,11675,626.951,561.753,16.511,0.018,1.270,0.028,78.43694,-65.46057
A,13621,619.957,555.208,21.266,0.056,0.685,0.159,78.43537,-65.46117
A,13622,624.730,555.233,22.557,0.251,-0.959,0.268,78.43643,-65.46117
A,13651,615.486,557.701,20.854,0.039,0.276,0.059,78.43438,-65.46093
A,13667,619.090,560.386,21.813,0.265,0.443,0.289,78.43519,-65.46069
A,13727,620.859,565.931,21.622,0.111,0.043,0.129,78.43560,-65.46018
A,2887,656.927,545.937,15.090,0.006,1.760,0.012,78.44354,-65.46207
A,8067,645.549,561.765,19.726,0.541,-0.491,0.542,78.44107,-65.46059
A,9914,651.131,551.955,18.721,0.044,0.121,0.047,78.44228,-65.46151
A,9918,638.491,557.733,18.996,0.022,0.117,0.026,78.43949,-65.46096
A,10382,649.984,554.975,19.605,0.016,0.075,0.024,78.44203,-65.46123
A,11171,646.251,552.320,21.136,0.046,0.525,0.082,78.44119,-65.46147
A,13668,646.516,560.620,19.750,0.189,-0.525,0.191,78.44128,-65.46070
A,1870,651.007,575.943,19.896,0.022,0.018,0.030,78.44232,-65.45929
A,2953,644.760,568.625,16.362,0.011,1.070,0.028,78.44092,-65.45996
A,4891,658.080,563.664,19.279,0.009,0.027,0.016,78.44386,-65.46043
A,8044,660.851,557.054,20.138,0.076,0.027,0.080,78.44445,-65.46105
A,8045,657.999,559.030,19.271,0.015,0.061,0.032,78.44382,-65.46086
A,8076,652.342,566.020,19.081,0.020,0.049,0.027,78.44259,-65.46021
A,8077,652.430,569.432,19.006,0.022,0.882,0.036,78.44262,-65.45990
A,9499,660.127,570.043,19.626,0.034,0.067,0.043,78.44433,-65.45985
A,9500,658.543,571.367,20.244,0.052,0.106,0.061,78.44398,-65.45972
A,10389,643.604,575.140,18.110,0.049,0.408,0.164,78.44068,-65.45936
A,10910,641.984,578.384,21.177,0.062,0.410,0.090,78.44033,-65.45906
A,13662,660.448,558.779,21.678,0.113,0.516,0.373,78.44437,-65.46089
A,13755,655.991,570.554,22.023,0.074,0.283,0.148,78.44341,-65.45980
A,1247,620.524,579.026,17.938,0.007,0.011,0.012,78.43557,-65.45897
A,8105,625.751,578.650,21.046,0.049,0.173,0.077,78.43673,-65.45901
A,9097,625.635,567.700,19.992,0.026,-0.109,0.031,78.43667,-65.46002
A,9099,623.340,570.009,19.010,0.010,0.017,0.015,78.43617,-65.45981
A,9101,636.357,573.674,20.196,0.062,0.255,0.068,78.43907,-65.45948
