F,Seq,6dFGS,No,2MASX,MJD,z,S/N,R,Vd,e_Vd,elogVd,Cats,Simbad,_RA,_DE
F,09795,g2040446-205011,1,J20404458-2050109,53206.59,0.0373,15.5,16.7,122.5,19.2,0.068,Cats,Simbad,310.1858333,-20.8364167
F,09796,g2040598-473600,1,J20405976-4736002,53284.41,0.0500,23.7,21.9,140.7,10.0,0.031,Cats,Simbad,310.2491250,-47.6000000
F,09797,g2041049-221211,1,J20410493-2212103,52852.58,0.0430,13.6,12.4,198.2,21.9,0.048,Cats,Simbad,310.2705000,-22.2029167
F,09798,g2041101-255939,1,J20411010-2559386,52851.55,0.0412,8.8,10.6,160.2,39.8,0.108,Cats,Simbad,310.2921667,-25.9940833
F,09799,g2041120-525738,1,J20411202-5257379,53269.41,0.0483,11.2,10.6,201.9,26.0,0.056,Cats,Simbad,310.3001250,-52.9605000
F,09800,g2041165-160531,1,J20411656-1605305,52548.41,0.0536,8.1,10.4,136.8,28.7,0.091,Cats,Simbad,310.3189167,-16.0918611
F,09801,g2041196-490940,2,J20411954-4909400,53268.41,0.0432,13.3,13.6,171.2,20.5,0.052,Cats,Simbad,310.3314583,-49.1612222
F,09801,g2041196-490940,2,J20411954-4909400,53286.42,0.0432,18.2,11.5,194.1,15.6,0.035,Cats,Simbad,310.3314583,-49.1612222
F,09802,g2041202-511016,1,J20412014-5110161,53268.41,0.0448,8.9,10.6,162.2,34.7,0.093,Cats,Simbad,310.3340000,-51.1711944
F,09803,g2041226-510249,2,J20412263-5102481,53268.41,0.0497,9.0,10.6,235.1,29.2,0.054,Cats,Simbad,310.3442917,-51.0468056
F,09803,g2041226-510249,2,J20412263-5102481,53286.42,0.0497,17.7,15.5,221.7,16.8,0.033,Cats,Simbad,310.3442917,-51.0468056
F,09804,g2041292-621303,1,J20412921-6213027,53528.71,0.0523,9.4,9.0,173.9,29.6,0.074,Cats,Simbad,310.3716250,-62.2174167
F,09805,g2041317-202627,1,J20413170-2026263,53206.59,0.0330,14.0,17.9,111.4,21.0,0.082,Cats,Simbad,310.3820417,-20.4406944
F,09806,g2041331-205529,1,J20413309-2055288,52852.58,0.0369,17.3,15.8,104.3,15.9,0.066,Cats,Simbad,310.3878750,-20.9246111
F,09807,g2041376-473015,1,J20413758-4730150,53284.41,0.0501,12.3,13.1,135.6,16.2,0.052,Cats,Simbad,310.4065000,-47.5041389
F,09808,g2041402-425542,1,J20414021-4255420,52792.72,0.0367,26.9,19.3,219.2,9.6,0.019,Cats,Simbad,310.4176250,-42.9283056
F,09809,g2041517-203209,1,J20415168-2032088,53206.59,0.0276,17.6,17.5,171.9,15.0,0.038,Cats,Simbad,310.4653333,-20.5357778
F,09810,g2041528-502600,2,J20415286-5026001,53268.41,0.0446,14.3,14.0,213.2,21.6,0.044,Cats,Simbad,310.4701250,-50.4334444
F,09810,g2041528-502600,2,J20415286-5026001,53286.42,0.0446,22.3,20.2,152.0,11.5,0.033,Cats,Simbad,310.4701250,-50.4334444
F,09811,g2042033-030744,1,J20420331-0307438,53207.61,0.0545,8.1,8.5,238.7,55.0,0.100,Cats,Simbad,310.5137917,-3.1287778
F,09812,g2042040-491506,2,J20420400-4915056,53268.41,0.0432,5.4,8.2,151.5,40.1,0.115,Cats,Simbad,310.5167083,-49.2515556
F,09812,g2042040-491506,2,J20420400-4915056,53286.42,0.0432,14.8,10.9,176.9,19.1,0.047,Cats,Simbad,310.5167083,-49.2515556
F,09813,g2042056-525445,1,J20420558-5254447,53283.40,0.0468,17.7,21.1,165.9,13.4,0.035,Cats,Simbad,310.5233750,-52.9124722
F,09814,g2042086-733710,1,J20420855-7337097,53529.64,0.0126,37.1,22.6,175.0,7.3,0.018,Cats,Simbad,310.5357500,-73.6193611
F,09815,g2042154-513751,1,J20421536-5137507,53268.41,0.0421,6.1,8.1,227.0,61.2,0.117,Cats,Simbad,310.5640833,-51.6308056
F,09816,g2042182-422041,1,J20421818-4220416,52822.71,0.0507,6.5,10.6,161.0,34.5,0.093,Cats,Simbad,310.5756667,-42.3448333
F,09817,g2042217-475628,1,J20422166-4756277,53286.42,0.0504,18.7,15.6,114.8,11.9,0.045,Cats,Simbad,310.5903750,-47.9410556
F,09818,g2042268-201052,1,J20422683-2010524,53206.59,0.0266,11.9,15.1,109.2,21.1,0.084,Cats,Simbad,310.6118333,-20.1811944
F,09819,g2042313-780946,1,J20423127-7809458,53526.70,0.0345,15.8,17.0,138.3,15.0,0.047,Cats,Simbad,310.6305417,-78.1626944
F,09820,g2042355-434523,1,J20423550-4345235,52853.59,0.0278,11.7,17.2,149.8,20.4,0.059,Cats,Simbad,310.6480417,-43.7564444
F,09821,g2042402-511236,1,J20424021-5112356,53286.42,0.0543,12.0,10.4,159.5,21.3,0.058,Cats,Simbad,310.6673750,-51.2099167
F,09822,g2042512-525352,1,J20425115-5253513,53269.41,0.0475,17.7,17.1,122.2,14.9,0.053,Cats,Simbad,310.7132500,-52.8976944
F,09823,g2043008-481859,2,J20430076-4818594,53268.41,0.0461,6.0,9.3,159.7,37.1,0.101,Cats,Simbad,310.7532083,-48.3164722
F,09823,g2043008-481859,2,J20430076-4818594,53286.42,0.0461,25.1,16.3,152.0,9.1,0.026,Cats,Simbad,310.7532083,-48.3164722
F,09824,g2043070-560853,1,J20430701-5608530,52798.81,0.0516,7.8,9.2,214.5,36.1,0.073,Cats,Simbad,310.7792500,-56.1480556
F,09825,g2043081-531923,1,J20430808-5319224,52798.81,0.0499,5.6,8.1,106.1,47.2,0.193,Cats,Simbad,310.7836250,-53.3229167
F,09826,g2043174-533015,1,J20431739-5330144,53269.41,0.0430,12.1,14.9,120.9,21.4,0.077,Cats,Simbad,310.8224583,-53.5040833
F,09827,g2043291-532124,1,J20432911-5321244,53283.40,0.0108,19.7,18.1,106.9,18.5,0.075,Cats,Simbad,310.8714167,-53.3567222
F,09828,g2043405-511335,2,J20434052-5113345,53268.41,0.0489,12.7,12.1,183.0,19.8,0.047,Cats,Simbad,310.9187083,-51.2263056
F,09828,g2043405-511335,2,J20434052-5113345,53286.42,0.0489,21.8,17.6,177.1,11.4,0.028,Cats,Simbad,310.9187083,-51.2263056
F,09829,g2043417-525946,1,J20434167-5259455,53269.41,0.0474,16.7,17.0,136.2,14.4,0.046,Cats,Simbad,310.9237500,-52.9960556
F,09830,g2043417-570149,1,J20434168-5701493,53285.45,0.0362,15.9,8.4,232.9,22.5,0.042,Cats,Simbad,310.9236250,-57.0303056
F,09831,g2043435-262509,1,J20434354-2625091,52851.55,0.0437,12.2,17.0,144.5,20.3,0.061,Cats,Simbad,310.9314167,-26.4191389
F,09832,g2043451-481341,1,J20434515-4813405,53284.41,0.0450,21.5,14.9,121.5,12.6,0.045,Cats,Simbad,310.9380000,-48.2280000
F,09833,g2043497-263532,1,J20434965-2635321,52851.55,0.0405,15.4,14.4,214.6,17.3,0.035,Cats,Simbad,310.9570000,-26.5922778
F,09834,g2043521-733512,1,J20435212-7335115,53530.59,0.0524,15.3,17.7,198.7,16.9,0.037,Cats,Simbad,310.9671250,-73.5865556
F,09835,g2043528-015238,1,J20435274-0152383,53207.61,0.0218,18.3,20.6,110.2,15.5,0.061,Cats,Simbad,310.9698333,-1.8773056
,09836,g2043574-800003,1,J20435731-8000029,53615.44,0.0091,43.9,19.8,189.6,7.0,0.016,Cats,Simbad,310.9891667,-80.0008333
F,09837,g2044154-474328,1,J20441546-4743277,53284.41,0.0440,18.7,18.6,138.2,11.1,0.035,Cats,Simbad,311.0642917,-47.7244444
F,09838,g2044225-263118,1,J20442253-2631180,52851.55,0.0420,9.7,10.9,178.6,27.6,0.067,Cats,Simbad,311.0939167,-26.5217778
F,09839,g2044273-304336,1,J20442728-3043364,52851.55,0.0251,11.9,15.4,107.3,23.2,0.094,Cats,Simbad,311.1136250,-30.7267778
F,09840,g2044291-533333,1,J20442911-5333332,52798.81,0.0483,11.1,12.6,261.6,42.2,0.070,Cats,Simbad,311.1212500,-53.5591667
F,09841,g2044309-731628,1,J20443079-7316273,53530.59,0.0538,9.9,11.0,196.2,35.2,0.078,Cats,Simbad,311.1285417,-73.2743056
F,09842,g2044344-574236,1,J20443443-5742363,53267.40,0.0252,21.1,22.2,119.6,12.4,0.045,Cats,Simbad,311.1434583,-57.7100278
F,09843,g2044395-203206,1,J20443944-2032056,52548.41,0.0369,12.2,9.0,187.0,33.6,0.078,Cats,Simbad,311.1643750,-20.5349167
F,09844,g2044446-441216,1,J20444456-4412157,52792.72,0.0371,11.0,13.3,129.0,25.5,0.086,Cats,Simbad,311.1857917,-44.2043056
F,09845,g2044514-541434,1,J20445136-5414332,52798.81,0.0403,9.3,10.0,114.9,33.1,0.125,Cats,Simbad,311.2141250,-54.2426667
F,09846,g2044586-435814,1,J20445862-4358137,52792.72,0.0497,12.6,16.2,145.8,15.4,0.046,Cats,Simbad,311.2443333,-43.9705833
F,09847,g2045017-512451,1,J20450165-5124507,53286.42,0.0493,9.4,8.6,129.4,30.1,0.101,Cats,Simbad,311.2569583,-51.4140833
F,09848,g2045030-110615,1,J20450296-1106146,52797.74,0.0189,11.6,15.0,142.7,18.7,0.057,Cats,Simbad,311.2623750,-11.1041389
F,09849,g2045050-605726,1,J20450504-6057261,53267.40,0.0547,5.3,8.6,119.6,44.3,0.161,Cats,Simbad,311.2709167,-60.9571944
F,09850,g2045131-533037,1,J20451305-5330367,52798.81,0.0483,7.6,11.8,165.1,27.8,0.073,Cats,Simbad,311.3044583,-53.5102222
F,09851,g2045182-712350,1,J20451815-7123497,53266.40,0.0141,19.1,19.8,112.7,13.0,0.050,Cats,Simbad,311.3257083,-71.3972222
F,09852,g2045204-453656,1,J20452035-4536567,52792.72,0.0221,27.6,17.7,233.9,10.2,0.019,Cats,Simbad,311.3347917,-45.6156667
F,09853,g2045266-531830,1,J20452657-5318297,53269.41,0.0479,16.9,17.1,152.1,14.0,0.040,Cats,Simbad,311.3606250,-53.3082222
F,09854,g2045334-655540,1,J20453341-6555399,53264.40,0.0459,12.6,18.6,155.0,22.1,0.062,Cats,Simbad,311.3890417,-65.9278056
F,09855,g2045523-510627,1,J20455226-5106267,53268.41,0.0485,16.9,12.2,288.8,23.3,0.035,Cats,Simbad,311.4677083,-51.1074722
F,09856,g2045537-521902,1,J20455367-5219017,53286.42,0.0485,23.3,8.2,106.3,16.4,0.067,Cats,Simbad,311.4736667,-52.3171667
F,09857,g2046037-513658,2,J20460366-5136577,53269.41,0.0150,21.7,17.7,135.4,13.7,0.044,Cats,Simbad,311.5152083,-51.6160556
F,09857,g2046037-513658,2,J20460366-5136577,53286.42,0.0150,34.2,20.8,132.6,9.2,0.030,Cats,Simbad,311.5152083,-51.6160556
F,09858,g2046112-523911,1,J20461121-5239107,52798.81,0.0477,15.0,16.2,242.8,21.2,0.038,Cats,Simbad,311.5467500,-52.6529444
F,09859,g2046166-520951,1,J20461652-5209506,53283.40,0.0451,10.1,10.4,161.0,32.3,0.087,Cats,Simbad,311.5689583,-52.1640833
F,09860,g2046218-523723,2,J20462184-5237231,53269.41,0.0483,13.9,18.0,148.3,15.7,0.046,Cats,Simbad,311.5909583,-52.6230278
F,09860,g2046218-523723,2,J20462184-5237231,53286.42,0.0483,19.8,15.8,169.5,10.1,0.026,Cats,Simbad,311.5909583,-52.6230278
F,09861,g2046358-500711,2,J20463583-5007112,53268.41,0.0500,15.5,12.3,275.0,22.2,0.035,Cats,Simbad,311.6492083,-50.1197778
F,09861,g2046358-500711,2,J20463583-5007112,53286.42,0.0500,26.0,17.0,292.0,13.4,0.020,Cats,Simbad,311.6492083,-50.1197778
F,09862,g2046365-731750,1,J20463654-7317503,53266.40,0.0527,7.0,10.3,167.0,35.0,0.091,Cats,Simbad,311.6520000,-73.2973056
F,09863,g2046372-233750,1,J20463724-2337497,52852.58,0.0200,24.5,17.3,180.1,11.6,0.028,Cats,Simbad,311.6551250,-23.6304722
F,09864,g2046396-584111,1,J20463963-5841112,53285.45,0.0360,17.2,10.4,192.5,15.1,0.034,Cats,Simbad,311.6650833,-58.6863889
F,09865,g2046436-441658,1,J20464358-4416582,52853.59,0.0338,13.7,12.4,264.7,27.4,0.045,Cats,Simbad,311.6816250,-44.2828333
F,09866,g2046436-822920,1,J20464354-8229197,53524.71,0.0180,16.8,17.7,102.5,20.3,0.086,Cats,Simbad,311.6816667,-82.4888611
F,09867,g2046464-443804,1,J20464640-4438042,52853.59,0.0268,13.6,17.0,137.2,20.9,0.066,Cats,Simbad,311.6935000,-44.6344444
F,09868,g2046470-531101,1,J20464694-5311012,53269.41,0.0484,13.9,16.0,189.1,16.5,0.038,Cats,Simbad,311.6956250,-53.1836389
F,09869,g2046471-775907,1,J20464710-7759067,53526.70,0.0401,9.4,10.9,140.2,32.0,0.099,Cats,Simbad,311.6961250,-77.9851944
F,09870,g2047025-350343,1,J20470246-3503429,52855.63,0.0503,8.2,11.5,122.5,38.6,0.137,Cats,Simbad,311.7602500,-35.0619444
F,09871,g2047027-135800,1,J20470270-1358005,52797.74,0.0286,7.8,10.2,154.9,28.2,0.079,Cats,Simbad,311.7613333,-13.9667778
F,09872,g2047077-721429,1,J20470769-7214285,53266.40,0.0451,9.5,9.9,158.7,31.1,0.085,Cats,Simbad,311.7821250,-72.2413333
F,09873,g2047151-533122,1,J20471507-5331222,52798.81,0.0425,12.2,17.4,206.4,22.3,0.047,Cats,Simbad,311.8127500,-53.5228611
F,09874,g2047156-762637,1,J20471562-7626375,53530.59,0.0217,27.7,23.0,154.5,9.2,0.026,Cats,Simbad,311.8150417,-76.4437222
F,09875,g2047168-670300,1,J20471674-6703006,53264.40,0.0437,13.9,12.8,235.8,24.4,0.045,Cats,Simbad,311.8199583,-67.0501111
F,09876,g2047175-512157,1,J20471747-5121572,53286.42,0.0495,24.3,16.7,232.1,10.7,0.020,Cats,Simbad,311.8228333,-51.3659444
F,09877,g2047242-424649,1,J20472420-4246487,52853.59,0.0515,12.3,13.6,229.0,22.1,0.042,Cats,Simbad,311.8509167,-42.7801667
F,09878,g2047397-445031,1,J20473965-4450308,52792.72,0.0504,8.9,12.5,143.6,28.1,0.085,Cats,Simbad,311.9152917,-44.8419167
F,09879,g2047486-521243,1,J20474862-5212436,53283.40,0.0461,12.1,12.5,141.0,24.7,0.076,Cats,Simbad,311.9526250,-52.2120278
F,09880,g2048078-571315,2,J20480771-5713152,53267.40,0.0522,10.5,16.5,126.8,23.6,0.081,Cats,Simbad,312.0322917,-57.2209167
F,09880,g2048078-571315,2,J20480771-5713152,53285.45,0.0522,10.5,9.6,161.8,19.7,0.053,Cats,Simbad,312.0322917,-57.2209167
F,09881,g2048082-451435,1,J20480812-4514354,53284.41,0.0432,21.3,16.3,107.5,13.1,0.053,Cats,Simbad,312.0339583,-45.2431111
F,09882,g2048095-231460,1,J20480948-2314591,52852.58,0.0421,10.8,14.5,144.1,25.5,0.077,Cats,Simbad,312.0395417,-23.2498611
F,09883,g2048121-534646,1,J20481207-5346457,52798.81,0.0428,7.4,10.1,114.9,35.5,0.134,Cats,Simbad,312.0503333,-53.7794444
F,09884,g2048121-685822,1,J20481208-6858217,53266.40,0.0406,12.4,14.9,147.0,21.7,0.064,Cats,Simbad,312.0503750,-68.9726944
F,09885,g2048147-531550,1,J20481472-5315497,53269.41,0.0474,13.9,17.7,172.5,17.5,0.044,Cats,Simbad,312.0612917,-53.2638889
F,09886,g2048186-223129,1,J20481857-2231291,52852.58,0.0259,13.9,20.2,106.5,18.1,0.074,Cats,Simbad,312.0772917,-22.5248056
F,09887,g2048197-354037,1,J20481970-3540364,52855.63,0.0278,14.8,17.0,169.8,17.2,0.044,Cats,Simbad,312.0821667,-35.6768611
F,09888,g2048239-531905,1,J20482388-5319047,52798.81,0.0426,11.6,12.4,170.3,22.4,0.057,Cats,Simbad,312.0995000,-53.3180278
F,09889,g2048241-442930,1,J20482414-4429305,52853.59,0.0506,11.2,11.0,356.9,52.6,0.064,Cats,Simbad,312.1005000,-44.4917500
F,09890,g2048345-472925,1,J20483442-4729244,53284.41,0.0494,29.8,21.5,191.8,7.9,0.018,Cats,Simbad,312.1435833,-47.4901389
F,09891,g2048398-494748,1,J20483980-4947487,53284.41,0.0488,16.4,13.1,169.2,16.4,0.042,Cats,Simbad,312.1658333,-49.7967778
F,09892,g2048546-004917,1,J20485459-0049167,53207.61,0.0544,13.0,16.0,186.5,18.5,0.043,Cats,Simbad,312.2275417,-0.8213611
F,09893,g2049015-385817,1,J20490151-3858165,52825.63,0.0424,6.8,9.1,148.1,34.4,0.101,Cats,Simbad,312.2563333,-38.9712778
F,09894,g2049158-534517,1,J20491587-5345163,53283.40,0.0329,11.0,14.4,125.6,22.8,0.079,Cats,Simbad,312.3160000,-53.7545833
F,09895,g2049201-473643,1,J20492011-4736426,53284.41,0.0491,18.4,14.3,231.3,17.0,0.032,Cats,Simbad,312.3338750,-47.6118333
F,09896,g2049217-512643,1,J20492169-5126424,53286.42,0.0475,16.1,10.1,113.6,19.4,0.074,Cats,Simbad,312.3404583,-51.4451389
F,09897,g2049226-520005,1,J20492258-5200054,53283.40,0.0483,14.5,15.9,180.0,18.2,0.044,Cats,Simbad,312.3441667,-52.0015000
F,09898,g2049260-194730,1,J20492595-1947303,52548.41,0.0264,8.5,9.0,111.2,42.8,0.167,Cats,Simbad,312.3581667,-19.7917222
F,09899,g2049291-551217,1,J20492915-5512175,52798.81,0.0499,5.9,8.2,161.1,43.4,0.117,Cats,Simbad,312.3714167,-55.2048333
F,09900,g2049503-432435,1,J20495029-4324345,52853.59,0.0500,13.0,14.6,269.2,24.8,0.040,Cats,Simbad,312.4595417,-43.4096389
,09901,g2049528-351331,1,J20495283-3513314,52855.63,0.0528,6.8,10.9,120.5,30.0,0.108,Cats,Simbad,312.4701250,-35.2253611
F,09902,g2050009-433058,1,J20500093-4330578,52792.72,0.0518,10.6,13.0,182.9,19.8,0.047,Cats,Simbad,312.5038333,-43.5161667
F,09903,g2050033-524742,1,J20500326-5247425,53283.40,0.0427,11.2,14.5,143.1,23.4,0.071,Cats,Simbad,312.5137083,-52.7951111
F,09904,g2050079-113025,1,J20500788-1130246,52797.74,0.0367,9.7,15.6,167.3,25.4,0.066,Cats,Simbad,312.5329583,-11.5068056
F,09905,g2050135-682822,1,J20501352-6828211,53554.57,0.0447,7.8,10.1,113.0,36.2,0.139,Cats,Simbad,312.5562917,-68.4726389
F,09906,g2050140-184709,1,J20501393-1847085,52548.41,0.0424,15.6,16.8,195.0,17.5,0.039,Cats,Simbad,312.5581250,-18.7857222
F,09907,g2050150-192533,1,J20501496-1925335,52884.51,0.0270,10.0,12.6,181.2,26.7,0.064,Cats,Simbad,312.5624167,-19.4259167
F,09908,g2050302-525402,1,J20503019-5254016,53283.40,0.0429,15.7,19.0,189.5,14.4,0.033,Cats,Simbad,312.6256250,-52.9005000
F,09909,g2050313-533455,1,J20503133-5334556,53269.41,0.0416,12.6,13.9,116.6,25.2,0.094,Cats,Simbad,312.6305417,-53.5820556
F,09910,g2050430-802849,1,J20504307-8028482,53526.70,0.0360,14.0,15.2,205.7,20.8,0.044,Cats,Simbad,312.6792083,-80.4801667
F,09911,g2050440-591915,1,J20504390-5919155,53267.40,0.0441,7.0,11.9,115.9,34.2,0.128,Cats,Simbad,312.6831250,-59.3209167
F,09912,g2051017-623805,1,J20510169-6238054,53528.71,0.0516,17.2,9.4,135.8,18.8,0.060,Cats,Simbad,312.7570000,-62.6348333
F,09913,g2051152-034511,1,J20511513-0345116,53207.61,0.0475,7.4,11.5,122.9,32.5,0.115,Cats,Simbad,312.8132500,-3.7530000
F,09914,g2051181-525525,1,J20511805-5255251,52798.81,0.0400,5.8,8.3,149.6,47.9,0.139,Cats,Simbad,312.8252083,-52.9236389
F,09915,g2051199-523810,2,J20511994-5238101,53269.41,0.0434,16.2,14.4,292.6,22.9,0.034,Cats,Simbad,312.8330417,-52.6361944
F,09915,g2051199-523810,2,J20511994-5238101,53283.40,0.0434,18.1,13.6,319.7,24.3,0.033,Cats,Simbad,312.8330417,-52.6361944
F,09916,g2051352-525143,1,J20513521-5251433,53269.41,0.0413,9.3,10.0,150.8,28.8,0.083,Cats,Simbad,312.8966667,-52.8619722
F,09917,g2051406-714803,1,J20514064-7148026,53266.40,0.0450,8.8,11.4,133.5,31.4,0.102,Cats,Simbad,312.9193333,-71.8007778
F,09918,g2051410-732511,1,J20514104-7325106,53530.59,0.0516,6.8,9.5,153.2,32.1,0.091,Cats,Simbad,312.9208333,-73.4196667
F,09919,g2051419-121223,1,J20514188-1212228,52797.74,0.0329,16.8,19.0,190.8,16.3,0.037,Cats,Simbad,312.9245417,-12.2063889
F,09920,g2051458-295050,1,J20514579-2950502,52851.55,0.0327,22.2,10.9,167.3,15.8,0.041,Cats,Simbad,312.9408333,-29.8472778
F,09921,g2051514-532429,1,J20515140-5324294,52798.81,0.0430,10.8,13.3,167.3,22.7,0.059,Cats,Simbad,312.9640417,-53.4081389
F,09922,g2051577-542913,1,J20515764-5429126,52798.81,0.0491,6.6,8.1,175.5,40.8,0.101,Cats,Simbad,312.9902917,-54.4868333
F,09923,g2052003-540836,1,J20520030-5408356,52798.81,0.0485,6.8,11.6,148.5,31.8,0.093,Cats,Simbad,313.0013333,-54.1432778
F,09924,g2052016-132857,1,J20520164-1328568,52797.74,0.0269,11.7,13.8,126.9,18.4,0.063,Cats,Simbad,313.0068333,-13.4824722
F,09925,g2052022-380560,1,J20520220-3805597,52825.63,0.0450,13.8,15.2,187.1,21.5,0.050,Cats,Simbad,313.0092083,-38.0999167
F,09926,g2052067-530843,1,J20520670-5308433,53294.42,0.0468,5.6,8.3,140.3,46.5,0.144,Cats,Simbad,313.0280833,-53.1452778
F,09927,g2052096-524746,3,J20520957-5247457,53269.41,0.0463,21.0,19.1,265.3,14.7,0.024,Cats,Simbad,313.0398750,-52.7959722
F,09927,g2052096-524746,3,J20520957-5247457,53283.40,0.0463,23.5,17.8,247.1,13.7,0.024,Cats,Simbad,313.0398750,-52.7959722
F,09927,g2052096-524746,3,J20520957-5247457,53286.42,0.0463,29.3,14.2,231.8,9.6,0.018,Cats,Simbad,313.0398750,-52.7959722
F,09928,g2052136-531811,1,J20521357-5318108,52798.81,0.0427,7.6,8.3,237.1,41.5,0.076,Cats,Simbad,313.0567083,-53.3030000
F,09929,g2052149-430516,1,J20521491-4305160,52792.72,0.0491,18.2,19.4,173.0,12.0,0.030,Cats,Simbad,313.0620000,-43.0877500
F,09930,g2052222-493149,1,J20522220-4931488,53286.42,0.0541,14.1,9.4,164.3,20.4,0.054,Cats,Simbad,313.0925417,-49.5301944
F,09931,g2052266-520042,1,J20522659-5200419,53288.42,0.0521,8.4,8.8,157.1,35.1,0.097,Cats,Simbad,313.1106667,-52.0116111
F,09932,g2052273-424255,1,J20522734-4242549,52792.72,0.0419,13.0,15.6,109.1,20.6,0.082,Cats,Simbad,313.1139167,-42.7152500
F,09933,g2052295-555528,1,J20522950-5555277,52798.81,0.0479,9.0,8.4,235.6,43.9,0.081,Cats,Simbad,313.1229583,-55.9243611
F,09934,g2052366-431048,1,J20523663-4310479,52792.72,0.0481,13.1,17.1,168.6,16.3,0.042,Cats,Simbad,313.1525833,-43.1800556
F,09935,g2052444-685155,1,J20524437-6851555,53554.57,0.0358,17.3,17.1,109.0,16.1,0.064,Cats,Simbad,313.1848333,-68.8653889
F,09936,g2052505-004632,1,J20525048-0046319,53168.76,0.0547,5.4,9.2,227.5,40.9,0.078,Cats,Simbad,313.2104167,-0.7755278
F,09937,g2053041-523515,1,J20530408-5235149,53288.42,0.0497,6.8,9.0,166.2,40.2,0.105,Cats,Simbad,313.2670000,-52.5874444
F,09938,g2053173-160850,1,J20531726-1608498,52884.51,0.0433,8.1,9.0,154.6,36.0,0.101,Cats,Simbad,313.3219167,-16.1472222
F,09939,g2053266-161541,1,J20532656-1615408,52550.41,0.0433,7.8,9.5,211.6,32.6,0.067,Cats,Simbad,313.3607083,-16.2613333
F,09940,g2053338-524354,1,J20533378-5243538,53294.42,0.0421,10.5,14.3,131.5,23.0,0.076,Cats,Simbad,313.3908333,-52.7315556
F,09941,g2053353-143034,1,J20533526-1430342,52797.74,0.0252,13.7,14.4,201.0,18.0,0.039,Cats,Simbad,313.3969167,-14.5094722
F,09942,g2053362-710828,1,J20533616-7108280,53266.40,0.0140,16.0,15.9,130.0,16.8,0.056,Cats,Simbad,313.4008750,-71.1412222
F,09943,g2053398-003748,1,J20533977-0037478,53168.76,0.0543,8.2,11.2,195.9,31.6,0.070,Cats,Simbad,313.4157083,-0.6300278
F,09944,g2053456-521417,1,J20534556-5214166,53286.42,0.0478,16.3,13.3,194.3,13.9,0.031,Cats,Simbad,313.4400000,-52.2379444
F,09945,g2053585-630808,1,J20535853-6308080,53528.71,0.0385,12.1,14.7,182.0,22.2,0.053,Cats,Simbad,313.4939167,-63.1356111
F,09946,g2054018-424240,1,J20540180-4242396,52853.59,0.0429,16.4,8.4,214.9,17.3,0.035,Cats,Simbad,313.5075417,-42.7110000
F,09947,g2054042-564960,1,J20540420-5649598,53287.42,0.0471,9.8,13.1,103.8,26.8,0.112,Cats,Simbad,313.5173750,-56.8331944
F,09948,g2054094-531332,1,J20540933-5313316,52798.81,0.0432,10.8,17.4,107.0,22.4,0.091,Cats,Simbad,313.5390000,-53.2254722
F,09949,g2054116-732447,1,J20541157-7324474,53530.59,0.0511,10.5,14.0,183.2,22.4,0.053,Cats,Simbad,313.5485000,-73.4131111
F,09950,g2054144-464636,1,J20541442-4646356,52792.72,0.0496,10.7,10.7,266.0,36.7,0.060,Cats,Simbad,313.5600000,-46.7766111
F,09951,g2054166-431109,1,J20541653-4311086,52792.72,0.0499,14.8,19.4,171.5,13.8,0.035,Cats,Simbad,313.5689583,-43.1857778
F,09952,g2054169-524958,1,J20541684-5249585,53288.42,0.0439,6.9,12.2,161.6,28.7,0.077,Cats,Simbad,313.5702500,-52.8328611
F,09953,g2054203-593615,1,J20542032-5936154,53267.40,0.0361,6.6,9.2,130.3,39.0,0.130,Cats,Simbad,313.5846250,-59.6042500
F,09954,g2054205-430359,1,J20542045-4303586,52853.59,0.0504,16.1,14.9,275.4,22.8,0.036,Cats,Simbad,313.5852500,-43.0663611
F,09955,g2054205-514953,1,J20542047-5149530,53286.42,0.0477,16.3,10.1,182.5,15.5,0.037,Cats,Simbad,313.5852083,-51.8314167
F,09956,g2054211-440346,1,J20542106-4403456,52853.59,0.0176,27.3,9.0,201.8,19.5,0.042,Cats,Simbad,313.5878750,-44.0626667
F,09957,g2054215-425623,1,J20542143-4256236,52853.59,0.0526,10.7,12.0,183.8,25.8,0.061,Cats,Simbad,313.5894583,-42.9398333
F,09958,g2054320-552103,1,J20543202-5521024,53283.40,0.0497,11.7,13.6,132.1,21.6,0.071,Cats,Simbad,313.6334583,-55.3507500
F,09959,g2054379-725060,1,J20543785-7250595,53266.40,0.0418,11.2,15.1,159.6,23.2,0.063,Cats,Simbad,313.6578750,-72.8499167
F,09960,g2054397-433043,1,J20543970-4330430,52792.72,0.0496,19.2,21.2,152.9,12.0,0.034,Cats,Simbad,313.6655000,-43.5119167
F,09961,g2054400-430435,1,J20543996-4304350,52792.72,0.0489,11.6,14.3,158.5,22.3,0.061,Cats,Simbad,313.6665833,-43.0764444
F,09962,g2054455-121546,1,J20544546-1215458,52797.74,0.0505,12.1,14.8,165.7,17.6,0.046,Cats,Simbad,313.6895000,-12.2627778
F,09963,g2055032-425833,1,J20550321-4258330,52792.72,0.0501,14.9,20.3,102.7,14.2,0.060,Cats,Simbad,313.7633333,-42.9758056
F,09964,g2055089-433332,1,J20550895-4333319,52853.59,0.0529,11.5,13.6,258.0,26.1,0.044,Cats,Simbad,313.7872500,-43.5588611
